,sombra_media_%,sombra_mediana_%,sombra_p90_%,sombra_max_%,h_con_sombra,h_sombra_>10%,h_sombra_>50%,sombra_irr_ponderada_%,energia_bloqueada_kWh_m2,energia_incidente_kWh_m2
SA38_ST163,89.16,100.0,100.0,100.0,8760,7811,7730,92.56,91.7,7.38
SA38_ST179,86.48,100.0,100.0,100.0,8760,7545,7470,88.84,88.02,11.06
SA38_ST190,79.77,100.0,100.0,100.0,8760,6928,6825,62.74,62.16,36.92
SA38_ST175,86.75,100.0,100.0,100.0,8760,7554,7492,90.11,89.28,9.8
SA38_ST160,88.02,100.0,100.0,100.0,7824,7780,7704,90.68,89.85,9.23
SA38_ST171,86.78,100.0,100.0,100.0,8760,7557,7494,90.7,89.86,9.22
SA38_ST169,87.32,100.0,100.0,100.0,8760,7619,7548,91.16,90.32,8.76
SA38_ST167,87.74,100.0,100.0,100.0,8760,7680,7587,91.53,90.68,8.39
SA38_ST178,86.63,100.0,100.0,100.0,8760,7549,7481,89.38,88.56,10.52
SA38_ST173,86.77,100.0,100.0,100.0,8760,7556,7493,90.41,89.58,9.5
SA38_ST180,86.22,100.0,100.0,100.0,8760,7541,7424,88.06,87.25,11.83
SA38_ST177,86.69,100.0,100.0,100.0,8760,7550,7486,89.72,88.89,10.19
SA38_ST183,85.48,100.0,100.0,100.0,8760,7500,7357,84.85,84.07,15.01
SA38_ST191,78.57,100.0,100.0,100.0,8760,6844,6710,57.27,56.74,42.34
SA38_ST168,87.55,100.0,100.0,100.0,8760,7639,7571,91.36,90.52,8.56
SA38_ST162,89.19,100.0,100.0,100.0,8760,7821,7737,92.39,91.53,7.54
SA38_ST165,88.43,100.0,100.0,100.0,8760,7770,7661,92.03,91.18,7.89
SA38_ST166,87.95,100.0,100.0,100.0,8760,7722,7599,91.7,90.86,8.22
SA38_ST174,86.77,100.0,100.0,100.0,8760,7557,7493,90.26,89.43,9.65
SA38_ST186,84.23,100.0,100.0,100.0,8760,7262,7252,79.9,79.17,19.91
SA38_ST161,89.14,100.0,100.0,100.0,8760,7824,7723,92.03,91.18,7.9
SA39_ST16,88.43,100.0,100.0,100.0,8760,7688,7655,90.69,89.85,9.22
SA39_ST14,87.99,100.0,100.0,100.0,8760,7688,7610,90.18,89.34,9.73
SA39_ST11,87.09,100.0,100.0,100.0,8760,7600,7535,89.17,88.35,10.73
SA38_ST204,84.79,100.0,100.0,100.0,8760,7408,7313,59.66,59.11,39.97
SA39_ST3,76.7,100.0,100.0,100.0,8731,6731,6546,58.14,57.61,41.47
SA39_ST9,86.08,100.0,100.0,100.0,8757,7530,7430,87.21,86.41,12.67
SA39_ST12,87.42,100.0,100.0,100.0,8760,7626,7558,89.58,88.75,10.33
SA39_ST15,88.27,100.0,100.0,100.0,8760,7686,7652,90.5,89.67,9.41
SA38_ST196,79.1,100.0,100.0,100.0,8760,6807,6761,52.94,52.45,46.62
SA39_ST8,85.38,100.0,100.0,100.0,8748,7472,7375,85.36,84.57,14.51
SA38_ST202,82.7,100.0,100.0,100.0,8760,7211,7103,57.61,57.07,42.0
SA38_ST195,78.7,100.0,100.0,100.0,8760,6791,6725,52.96,52.48,46.6
SA39_ST6,82.97,100.0,100.0,100.0,8753,7282,7132,78.61,77.88,21.19
SA39_ST17,88.48,100.0,100.0,100.0,8760,7692,7657,90.73,89.89,9.19
SA39_ST2,74.38,100.0,100.0,100.0,8724,6457,6302,50.66,50.19,48.88
SA38_ST192,75.83,100.0,100.0,100.0,6746,6685,6637,49.5,49.04,50.04
SA38_ST203,83.72,100.0,100.0,100.0,8760,7322,7207,59.39,58.84,40.24
SA38_ST201,82.17,100.0,100.0,100.0,8760,7139,7057,57.18,56.66,42.42
SA38_ST199,81.21,100.0,100.0,100.0,8760,7027,6968,57.18,56.65,42.43
SA39_ST5,81.35,100.0,100.0,100.0,8752,7124,6987,73.48,72.8,26.28
SA38_ST205,85.61,100.0,100.0,100.0,8760,7468,7385,60.34,59.78,39.3
SA39_ST7,84.37,100.0,100.0,100.0,8755,7384,7268,82.52,81.75,17.32
SA39_ST4,79.18,100.0,100.0,100.0,8746,6955,6771,66.15,65.53,33.54
SA39_ST10,86.56,100.0,100.0,100.0,8760,7576,7470,88.25,87.44,11.64
SA39_ST18,88.5,100.0,100.0,100.0,8760,7693,7660,90.74,89.91,9.17
SA38_ST200,81.76,100.0,100.0,100.0,8760,7087,7018,57.26,56.73,42.35
SA38_ST194,78.42,100.0,100.0,100.0,8760,6761,6694,53.11,52.62,46.45
SA38_ST197,79.64,100.0,100.0,100.0,8760,6859,6813,53.62,53.12,45.95
SA38_ST198,80.36,100.0,100.0,100.0,8760,6945,6885,55.25,54.74,44.33
SA39_ST1,71.45,100.0,100.0,100.0,6328,6299,6260,43.85,43.44,55.64
SA39_ST13,87.67,100.0,100.0,100.0,8760,7654,7581,89.83,89.0,10.07
SA38_ST193,78.22,100.0,100.0,100.0,8760,6721,6678,53.55,53.06,46.02
SA39_ST48,88.76,100.0,100.0,100.0,8760,7707,7684,90.13,89.3,9.78
SA39_ST46,88.8,100.0,100.0,100.0,8760,7737,7687,90.35,89.52,9.56
SA39_ST43,89.15,100.0,100.0,100.0,8760,7751,7720,91.46,90.62,8.46
SA39_ST31,88.72,100.0,100.0,100.0,8760,7714,7679,90.9,90.06,9.02
SA39_ST35,88.78,100.0,100.0,100.0,8760,7717,7685,90.97,90.13,8.95
SA39_ST41,89.01,100.0,100.0,100.0,8760,7743,7707,91.27,90.42,8.65
SA39_ST44,89.14,100.0,100.0,100.0,8760,7757,7723,91.35,90.51,8.57
SA39_ST47,88.74,100.0,100.0,100.0,8760,7712,7682,90.09,89.26,9.82
SA39_ST23,88.63,100.0,100.0,100.0,8760,7704,7672,90.86,90.02,9.05
SA39_ST40,88.93,100.0,100.0,100.0,8760,7727,7700,91.16,90.32,8.76
SA39_ST29,88.7,100.0,100.0,100.0,8760,7714,7677,90.9,90.06,9.02
SA39_ST22,88.61,100.0,100.0,100.0,8760,7704,7669,90.85,90.01,9.07
SA39_ST38,88.81,100.0,100.0,100.0,8760,7719,7688,90.96,90.12,8.96
SA39_ST49,88.85,100.0,100.0,100.0,8760,7717,7694,90.32,89.49,9.59
SA39_ST34,88.75,100.0,100.0,100.0,8760,7714,7682,90.94,90.1,8.98
SA39_ST19,87.45,100.0,100.0,100.0,7702,7682,7661,89.9,89.07,10.0
SA39_ST30,88.7,100.0,100.0,100.0,8760,7713,7678,90.9,90.06,9.02
SA39_ST28,88.69,100.0,100.0,100.0,8760,7714,7677,90.89,90.05,9.02
SA39_ST26,88.67,100.0,100.0,100.0,8760,7711,7675,90.89,90.05,9.03
SA39_ST37,88.78,100.0,100.0,100.0,8760,7722,7686,90.94,90.1,8.97
SA39_ST32,88.71,100.0,100.0,100.0,8760,7717,7678,90.89,90.06,9.02
SA39_ST39,88.87,100.0,100.0,100.0,8760,7724,7693,91.05,90.21,8.87
SA39_ST36,88.79,100.0,100.0,100.0,8760,7720,7687,90.98,90.14,8.94
SA39_ST42,89.08,100.0,100.0,100.0,8760,7747,7716,91.37,90.52,8.55
SA39_ST50,88.86,100.0,100.0,100.0,8760,7725,7703,90.32,89.48,9.59
SA39_ST27,88.68,100.0,100.0,100.0,8760,7714,7676,90.89,90.05,9.02
SA39_ST21,88.58,100.0,100.0,100.0,8760,7702,7666,90.82,89.98,9.1
SA39_ST24,88.66,100.0,100.0,100.0,8760,7716,7674,90.88,90.04,9.04
SA39_ST25,88.67,100.0,100.0,100.0,8760,7707,7675,90.88,90.05,9.03
SA39_ST33,88.73,100.0,100.0,100.0,8760,7714,7680,90.91,90.07,9.01
SA39_ST45,88.94,100.0,100.0,100.0,8760,7756,7704,90.78,89.94,9.14
SA39_ST20,88.55,100.0,100.0,100.0,8760,7698,7664,90.79,89.95,9.12
SA39_ST80,91.18,100.0,100.0,100.0,8760,7939,7916,94.31,93.44,5.64
SA39_ST78,91.1,100.0,100.0,100.0,8760,7930,7909,94.28,93.41,5.67
SA39_ST75,91.02,100.0,100.0,100.0,8760,7922,7900,94.27,93.4,5.68
SA39_ST63,83.01,100.0,100.0,100.0,8753,7214,7137,67.62,67.0,32.08
SA39_ST67,82.79,100.0,100.0,100.0,8746,7180,7115,66.68,66.07,33.01
SA39_ST73,90.97,100.0,100.0,100.0,8760,7921,7895,94.23,93.36,5.71
SA39_ST76,91.04,100.0,100.0,100.0,8760,7922,7903,94.28,93.41,5.67
SA39_ST79,91.13,100.0,100.0,100.0,8760,7934,7911,94.29,93.42,5.65
SA39_ST55,87.31,100.0,100.0,100.0,8760,7588,7548,84.57,83.79,15.29
SA39_ST72,90.1,100.0,100.0,100.0,8760,7915,7831,91.33,90.49,8.59
SA39_ST61,83.78,100.0,100.0,100.0,8760,7269,7210,70.14,69.49,29.59
SA39_ST54,87.3,100.0,100.0,100.0,8760,7577,7546,84.91,84.13,14.95
SA39_ST70,85.63,100.0,100.0,100.0,8750,7614,7399,76.87,76.16,22.92
SA39_ST81,91.21,100.0,100.0,100.0,8760,7939,7919,94.32,93.45,5.62
SA39_ST66,82.82,100.0,100.0,100.0,8741,7189,7119,66.9,66.28,32.8
SA39_ST51,87.54,100.0,100.0,100.0,7739,7724,7666,88.55,87.73,11.34
SA39_ST62,83.44,100.0,100.0,100.0,8760,7254,7176,68.95,68.31,30.76
SA39_ST60,84.04,100.0,100.0,100.0,8760,7316,7241,71.15,70.49,28.58
SA39_ST58,85.47,100.0,100.0,100.0,8760,7487,7365,76.79,76.08,23.0
SA39_ST69,82.83,100.0,100.0,100.0,8741,7332,7103,67.57,66.95,32.13
SA39_ST64,82.73,100.0,100.0,100.0,8753,7224,7111,66.71,66.1,32.98
SA39_ST71,88.0,100.0,100.0,100.0,8759,7800,7622,84.42,83.64,15.44
SA39_ST68,82.73,100.0,100.0,100.0,8742,7187,7111,66.81,66.2,32.88
SA39_ST74,90.99,100.0,100.0,100.0,8760,7919,7897,94.26,93.39,5.69
SA39_ST82,91.24,100.0,100.0,100.0,8760,7945,7924,94.34,93.47,5.61
SA39_ST59,84.54,100.0,100.0,100.0,8760,7399,7293,72.87,72.2,26.88
SA39_ST53,87.28,100.0,100.0,100.0,8760,7597,7542,85.05,84.26,14.81
SA39_ST56,87.18,100.0,100.0,100.0,8760,7596,7536,83.63,82.86,16.22
SA39_ST57,86.46,100.0,100.0,100.0,8760,7570,7466,80.75,80.01,19.07
SA39_ST65,82.5,100.0,100.0,100.0,8746,7193,7089,65.87,65.26,33.82
SA39_ST77,91.07,100.0,100.0,100.0,8760,7925,7906,94.28,93.41,5.67
SA39_ST52,87.88,100.0,100.0,100.0,8760,7703,7624,87.08,86.28,12.8
SA39_ST112,88.1,100.0,100.0,100.0,8746,7780,7587,89.62,88.79,10.29
SA39_ST110,89.58,100.0,100.0,100.0,8760,7828,7764,92.62,91.76,7.31
SA39_ST107,90.32,100.0,100.0,100.0,8760,7891,7833,93.39,92.53,6.55
SA39_ST95,91.72,100.0,100.0,100.0,8760,7992,7969,94.54,93.67,5.41
SA39_ST99,91.76,100.0,100.0,100.0,8760,8002,7973,94.44,93.57,5.51
SA39_ST105,90.67,100.0,100.0,100.0,8760,7948,7858,93.51,92.65,6.43
SA39_ST108,90.03,100.0,100.0,100.0,8760,7875,7811,93.26,92.4,6.67
SA39_ST111,89.22,100.0,100.0,100.0,8759,7831,7739,91.75,90.9,8.18
SA39_ST87,91.41,100.0,100.0,100.0,8760,7960,7939,94.4,93.53,5.55
SA39_ST104,91.2,100.0,100.0,100.0,8760,7977,7921,93.76,92.89,6.19
SA39_ST93,91.63,100.0,100.0,100.0,8760,7981,7959,94.5,93.63,5.45
SA39_ST86,91.37,100.0,100.0,100.0,8760,7953,7936,94.39,93.51,5.56
SA39_ST102,91.62,100.0,100.0,100.0,8760,8003,7961,94.12,93.25,5.83
SA39_ST113,87.62,100.0,100.0,100.0,8732,7657,7583,88.01,87.19,11.88
SA39_ST98,91.77,100.0,100.0,100.0,8760,8003,7974,94.49,93.62,5.45
SA39_ST83,90.45,100.0,100.0,100.0,7948,7937,7924,93.82,92.95,6.12
SA39_ST94,91.68,100.0,100.0,100.0,8760,7985,7964,94.53,93.66,5.41
SA39_ST92,91.58,100.0,100.0,100.0,8760,7976,7956,94.47,93.6,5.48
SA39_ST90,91.51,100.0,100.0,100.0,8760,7973,7950,94.44,93.57,5.51
SA39_ST101,91.7,100.0,100.0,100.0,8760,8003,7968,94.26,93.39,5.69
SA39_ST96,91.74,100.0,100.0,100.0,8760,7994,7970,94.53,93.66,5.41
SA39_ST103,91.48,100.0,100.0,100.0,8760,7999,7946,93.94,93.08,6.0
SA39_ST100,91.74,100.0,100.0,100.0,8760,8009,7971,94.36,93.49,5.59
SA39_ST106,90.46,100.0,100.0,100.0,8760,7897,7846,93.44,92.57,6.5
SA39_ST114,87.63,100.0,100.0,100.0,8729,7629,7587,87.26,86.45,12.62
SA39_ST91,91.55,100.0,100.0,100.0,8760,7972,7951,94.46,93.58,5.49
SA39_ST85,91.34,100.0,100.0,100.0,8760,7957,7931,94.37,93.5,5.58
SA39_ST88,91.44,100.0,100.0,100.0,8760,7964,7942,94.41,93.54,5.54
SA39_ST89,91.48,100.0,100.0,100.0,8760,7967,7945,94.43,93.55,5.52
SA39_ST97,91.76,100.0,100.0,100.0,8760,8000,7973,94.52,93.65,5.43
SA39_ST109,89.68,100.0,100.0,100.0,8760,7825,7773,93.07,92.21,6.87
SA39_ST84,91.3,100.0,100.0,100.0,8760,7950,7927,94.36,93.49,5.59
SA39_ST144,81.02,100.0,100.0,100.0,8760,7017,6953,55.2,54.69,44.39
SA39_ST142,81.07,100.0,100.0,100.0,8760,7003,6947,54.65,54.15,44.93
SA39_ST139,80.53,100.0,100.0,100.0,8760,6962,6896,52.46,51.98,47.1
SA39_ST127,80.45,100.0,100.0,100.0,8733,6942,6889,53.84,53.34,45.74
SA39_ST131,80.08,100.0,100.0,100.0,8732,6891,6854,52.79,52.3,46.78
SA39_ST137,80.89,100.0,100.0,100.0,8760,6984,6933,53.93,53.44,45.64
SA39_ST140,80.67,100.0,100.0,100.0,8760,6974,6911,53.06,52.57,46.5
SA39_ST143,81.07,100.0,100.0,100.0,8760,7010,6952,54.89,54.39,44.69
SA39_ST119,81.99,100.0,100.0,100.0,8735,7086,7040,60.98,60.41,38.66
SA39_ST136,80.96,100.0,100.0,100.0,8760,6989,6935,54.16,53.66,45.42
SA39_ST125,80.85,100.0,100.0,100.0,8736,6971,6930,54.95,54.45,44.63
SA39_ST118,82.23,100.0,100.0,100.0,8734,7106,7063,62.52,61.95,37.13
SA39_ST134,80.61,100.0,100.0,100.0,8746,6954,6906,54.29,53.79,45.29
SA39_ST145,80.97,100.0,100.0,100.0,8760,7018,6940,55.44,54.93,44.15
SA39_ST130,79.98,100.0,100.0,100.0,8739,6883,6846,52.34,51.86,47.22
SA39_ST115,86.03,100.0,100.0,100.0,7686,7629,7566,82.99,82.23,16.85
SA39_ST126,80.6,100.0,100.0,100.0,8730,6942,6906,54.5,54.0,45.08
SA39_ST124,81.26,100.0,100.0,100.0,8735,7015,6970,56.09,55.57,43.51
SA39_ST122,81.4,100.0,100.0,100.0,8735,7026,6981,57.23,56.71,42.37
SA39_ST133,80.48,100.0,100.0,100.0,8744,6941,6893,54.02,53.52,45.56
SA39_ST128,80.32,100.0,100.0,100.0,8736,6927,6879,53.56,53.07,46.01
SA39_ST135,80.8,100.0,100.0,100.0,8760,6981,6921,54.34,53.84,45.24
SA39_ST132,80.26,100.0,100.0,100.0,8742,6913,6870,53.39,52.9,46.18
SA39_ST138,80.69,100.0,100.0,100.0,8760,6974,6916,53.29,52.8,46.28
SA39_ST146,81.04,100.0,100.0,100.0,8760,7042,6946,56.09,55.58,43.5
SA39_ST123,81.41,100.0,100.0,100.0,8731,7019,6981,56.68,56.16,42.92
SA39_ST117,83.03,100.0,100.0,100.0,8734,7318,7134,66.4,65.79,33.29
SA39_ST120,81.64,100.0,100.0,100.0,8734,7061,7010,59.47,58.92,40.16
SA39_ST121,81.28,100.0,100.0,100.0,8727,7014,6970,57.68,57.15,41.93
SA39_ST129,79.99,100.0,100.0,100.0,8729,6907,6841,52.26,51.78,47.3
SA39_ST141,80.99,100.0,100.0,100.0,8760,6996,6940,54.38,53.88,45.2
SA39_ST116,85.25,100.0,100.0,100.0,8730,7538,7356,75.87,75.17,23.91
SA39_ST176,86.06,100.0,100.0,100.0,8760,7472,7428,88.73,87.91,11.17
SA39_ST174,86.16,100.0,100.0,100.0,8760,7477,7436,89.28,88.46,10.62
SA39_ST171,86.21,100.0,100.0,100.0,8760,7503,7440,89.73,88.91,10.17
SA39_ST159,88.38,100.0,100.0,100.0,8760,7770,7675,89.76,88.93,10.15
SA39_ST163,88.15,100.0,100.0,100.0,8760,7719,7630,90.97,90.14,8.94
SA39_ST169,86.91,100.0,100.0,100.0,8760,7561,7511,90.27,89.44,9.64
SA39_ST172,86.18,100.0,100.0,100.0,8760,7477,7439,89.59,88.76,10.31
SA39_ST175,86.12,100.0,100.0,100.0,8760,7474,7432,89.05,88.23,10.85
SA39_ST151,81.76,100.0,100.0,100.0,8753,7100,7016,61.24,60.67,38.4
SA39_ST168,87.11,100.0,100.0,100.0,8760,7578,7531,90.45,89.62,9.46
SA39_ST157,87.6,100.0,100.0,100.0,8760,7697,7589,85.73,84.94,14.14
SA39_ST150,81.71,100.0,100.0,100.0,8750,7103,7009,60.14,59.58,39.5
SA39_ST166,87.67,100.0,100.0,100.0,8760,7652,7587,90.9,90.06,9.02
SA39_ST177,85.92,100.0,100.0,100.0,8760,7467,7418,88.22,87.41,11.67
SA39_ST162,88.14,100.0,100.0,100.0,8760,7719,7628,90.7,89.86,9.22
SA39_ST147,79.45,100.0,100.0,100.0,7074,7023,6958,53.12,52.63,46.45
SA39_ST158,87.98,100.0,100.0,100.0,8760,7730,7619,87.72,86.91,12.17
SA39_ST156,86.64,100.0,100.0,100.0,8760,7632,7483,81.36,80.61,18.47
SA39_ST154,83.89,100.0,100.0,100.0,8751,7418,7223,70.53,69.88,29.2
SA39_ST165,88.06,100.0,100.0,100.0,8760,7674,7622,91.2,90.36,8.72
SA39_ST160,88.24,100.0,100.0,100.0,8760,7745,7638,90.23,89.39,9.68
SA39_ST167,87.28,100.0,100.0,100.0,8760,7605,7543,90.62,89.78,9.29
SA39_ST164,88.19,100.0,100.0,100.0,8760,7689,7639,91.24,90.4,8.68
SA39_ST170,86.61,100.0,100.0,100.0,8760,7538,7486,90.04,89.21,9.87
SA39_ST178,85.73,100.0,100.0,100.0,8760,7460,7379,87.6,86.79,12.29
SA39_ST155,85.67,100.0,100.0,100.0,8760,7539,7400,77.28,76.57,22.51
SA39_ST149,81.62,100.0,100.0,100.0,8753,7119,7007,59.34,58.79,40.29
SA39_ST152,81.84,100.0,100.0,100.0,8753,7113,7022,62.31,61.74,37.34
SA39_ST153,82.07,100.0,100.0,100.0,8754,7202,7038,63.92,63.33,35.75
SA39_ST161,88.07,100.0,100.0,100.0,8760,7729,7607,90.16,89.33,9.75
SA39_ST173,86.18,100.0,100.0,100.0,8760,7477,7438,89.46,88.63,10.44
SA39_ST148,81.44,100.0,100.0,100.0,8760,7096,6987,58.28,57.74,41.33
SA40_ST3,75.45,100.0,100.0,100.0,8729,6639,6417,54.58,54.07,45.0
SA40_ST1,70.53,100.0,100.0,100.0,6277,6249,6174,41.68,41.29,57.79
SA39_ST203,83.31,100.0,100.0,100.0,8760,7267,7167,58.49,57.95,41.13
SA39_ST191,78.26,100.0,100.0,100.0,8760,6793,6684,56.41,55.89,43.19
SA39_ST195,78.35,100.0,100.0,100.0,8760,6761,6693,52.32,51.84,47.24
SA39_ST201,81.8,100.0,100.0,100.0,8760,7102,7022,56.32,55.8,43.28
SA39_ST204,84.27,100.0,100.0,100.0,8760,7387,7257,58.64,58.1,40.98
SA40_ST2,73.49,100.0,100.0,100.0,8730,6399,6221,48.5,48.06,51.02
SA39_ST183,84.58,100.0,100.0,100.0,8760,7347,7292,82.38,81.62,17.46
SA39_ST200,81.4,100.0,100.0,100.0,8760,7052,6985,56.55,56.03,43.05
SA39_ST189,80.68,100.0,100.0,100.0,8760,7018,6915,66.47,65.85,33.23
SA39_ST182,84.64,100.0,100.0,100.0,8760,7425,7279,83.67,82.89,16.18
SA39_ST198,79.99,100.0,100.0,100.0,8760,6913,6851,54.53,54.03,45.05
SA40_ST4,77.67,100.0,100.0,100.0,8746,6818,6630,61.94,61.37,37.71
SA39_ST194,78.11,100.0,100.0,100.0,8760,6736,6666,52.59,52.11,46.97
SA39_ST179,84.28,100.0,100.0,100.0,7452,7403,7382,85.98,85.19,13.89
SA39_ST190,79.5,100.0,100.0,100.0,8760,6863,6799,61.76,61.19,37.88
SA39_ST188,82.11,100.0,100.0,100.0,8760,7152,7031,71.74,71.07,28.0
SA39_ST186,83.99,100.0,100.0,100.0,8760,7260,7250,79.15,78.42,20.65
SA39_ST197,79.27,100.0,100.0,100.0,8760,6823,6777,52.91,52.42,46.65
SA39_ST192,77.7,100.0,100.0,100.0,8760,6677,6626,53.41,52.92,46.16
SA39_ST199,80.87,100.0,100.0,100.0,8760,6993,6935,56.58,56.06,43.02
SA39_ST196,78.75,100.0,100.0,100.0,8760,6774,6729,52.29,51.81,47.27
SA39_ST202,82.36,100.0,100.0,100.0,8760,7178,7072,56.85,56.32,42.76
SA40_ST5,79.54,100.0,100.0,100.0,8744,6996,6805,68.08,67.45,31.63
SA39_ST187,83.27,100.0,100.0,100.0,8760,7218,7160,76.29,75.59,23.49
SA39_ST181,85.35,100.0,100.0,100.0,8760,7426,7390,85.85,85.05,14.02
SA39_ST184,84.25,100.0,100.0,100.0,8760,7318,7259,80.75,80.0,19.07
SA39_ST185,84.07,100.0,100.0,100.0,8760,7246,7235,79.84,79.11,19.97
SA39_ST193,77.98,100.0,100.0,100.0,8760,6698,6655,53.16,52.67,46.41
SA39_ST205,85.42,100.0,100.0,100.0,8760,7450,7366,59.6,59.05,40.03
SA39_ST180,85.67,100.0,100.0,100.0,8760,7418,7388,86.98,86.18,12.9
SA5_ST10,66.38,100.0,100.0,100.0,8729,5594,5541,14.84,14.7,84.37
SA5_ST8,66.12,100.0,100.0,100.0,8732,5569,5515,14.52,14.39,84.69
SA5_ST5,65.64,100.0,100.0,100.0,8732,5516,5471,14.02,13.89,85.19
SA4_ST198,81.35,100.0,100.0,100.0,8760,7066,6972,49.85,49.39,49.68
SA4_ST202,85.3,100.0,100.0,100.0,8760,7428,7367,53.49,53.0,46.08
SA5_ST3,65.47,100.0,100.0,100.0,8733,5502,5452,13.73,13.6,85.47
SA5_ST6,65.77,100.0,100.0,100.0,8731,5541,5481,14.12,13.99,85.08
SA5_ST9,66.27,100.0,100.0,100.0,8736,5588,5531,14.66,14.53,84.55
SA4_ST190,99.99,100.0,100.0,100.0,8760,8760,8760,99.98,99.06,0.02
SA5_ST2,65.34,100.0,100.0,100.0,8730,5496,5441,13.42,13.3,85.78
SA4_ST196,80.3,100.0,100.0,100.0,8760,6965,6880,50.84,50.37,48.7
SA4_ST189,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA4_ST205,89.88,100.0,100.0,100.0,8760,7981,7798,63.99,63.4,35.68
SA5_ST11,66.5,100.0,100.0,100.0,8724,5606,5552,15.02,14.88,84.19
SA4_ST201,84.38,100.0,100.0,100.0,8760,7356,7265,52.46,51.98,47.1
SA4_ST186,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.0
SA4_ST197,80.86,100.0,100.0,100.0,8760,7007,6939,49.9,49.44,49.64
SA4_ST195,79.84,100.0,100.0,100.0,8760,6897,6852,51.43,50.96,48.12
SA4_ST193,78.41,100.0,100.0,100.0,8760,6804,6695,52.26,51.78,47.3
SA4_ST204,88.63,100.0,100.0,100.0,8760,7740,7729,60.54,59.98,39.1
SA4_ST199,82.38,100.0,100.0,100.0,8760,7157,7082,50.63,50.17,48.91
SA5_ST1,61.97,100.0,100.0,100.0,5447,5435,5428,5.05,5.0,94.08
SA4_ST203,86.65,100.0,100.0,100.0,8760,7624,7513,56.14,55.63,43.45
SA5_ST4,65.55,100.0,100.0,100.0,8733,5517,5462,13.91,13.79,85.29
SA5_ST12,66.6,100.0,100.0,100.0,8733,5616,5563,15.18,15.04,84.04
SA4_ST194,79.32,100.0,100.0,100.0,8760,6861,6788,51.91,51.43,47.65
SA4_ST188,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA4_ST191,99.5,100.0,100.0,100.0,8760,8760,8760,98.96,98.05,1.03
SA4_ST192,78.02,100.0,100.0,100.0,8760,6753,6638,53.11,52.62,46.46
SA4_ST200,83.21,100.0,100.0,100.0,8760,7268,7157,51.28,50.81,48.27
SA5_ST7,65.94,100.0,100.0,100.0,8730,5547,5500,14.34,14.21,84.87
SA4_ST187,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA40_ST35,88.07,100.0,100.0,100.0,8760,7683,7618,89.17,88.35,10.73
SA40_ST33,88.03,100.0,100.0,100.0,8760,7678,7615,89.14,88.32,10.76
SA40_ST30,87.95,100.0,100.0,100.0,8760,7670,7607,89.02,88.2,10.88
SA40_ST18,87.68,100.0,100.0,100.0,8760,7657,7588,88.76,87.94,11.13
SA40_ST22,87.86,100.0,100.0,100.0,8760,7665,7599,88.97,88.15,10.93
SA40_ST28,87.91,100.0,100.0,100.0,8760,7669,7603,88.99,88.17,10.91
SA40_ST31,87.97,100.0,100.0,100.0,8760,7674,7610,89.05,88.23,10.85
SA40_ST34,88.06,100.0,100.0,100.0,8760,7680,7616,89.18,88.35,10.72
SA40_ST10,85.14,100.0,100.0,100.0,8756,7464,7341,84.91,84.13,14.95
SA40_ST27,87.91,100.0,100.0,100.0,8760,7672,7603,88.98,88.16,10.92
SA40_ST16,87.17,100.0,100.0,100.0,8760,7647,7532,88.2,87.39,11.69
SA40_ST9,84.44,100.0,100.0,100.0,8752,7417,7274,83.01,82.25,16.83
SA40_ST25,87.89,100.0,100.0,100.0,8760,7667,7601,88.98,88.16,10.92
SA40_ST36,88.07,100.0,100.0,100.0,8760,7685,7617,89.17,88.35,10.73
SA40_ST21,87.84,100.0,100.0,100.0,8760,7664,7595,88.94,88.12,10.96
SA40_ST6,79.3,100.0,100.0,100.0,7100,7058,6939,70.64,69.99,29.09
SA40_ST17,87.47,100.0,100.0,100.0,8760,7653,7565,88.52,87.71,11.37
SA40_ST15,86.92,100.0,100.0,100.0,8760,7603,7510,87.93,87.11,11.96
SA40_ST13,86.44,100.0,100.0,100.0,8760,7558,7467,87.44,86.63,12.45
SA40_ST24,87.88,100.0,100.0,100.0,8760,7666,7601,88.97,88.15,10.93
SA40_ST19,87.78,100.0,100.0,100.0,8760,7657,7592,88.89,88.07,11.01
SA40_ST26,87.9,100.0,100.0,100.0,8760,7669,7602,88.98,88.16,10.92
SA40_ST23,87.87,100.0,100.0,100.0,8760,7666,7599,88.97,88.15,10.93
SA40_ST29,87.93,100.0,100.0,100.0,8760,7671,7605,89.0,88.18,10.89
SA40_ST37,88.12,100.0,100.0,100.0,8760,7686,7623,89.23,88.41,10.67
SA40_ST14,86.7,100.0,100.0,100.0,8760,7578,7490,87.7,86.89,12.19
SA40_ST8,83.53,100.0,100.0,100.0,8750,7324,7188,80.55,79.8,19.27
SA40_ST11,85.5,100.0,100.0,100.0,8758,7495,7373,85.74,84.95,14.13
SA40_ST12,86.01,100.0,100.0,100.0,8760,7545,7422,86.73,85.93,13.15
SA40_ST20,87.81,100.0,100.0,100.0,8760,7660,7594,88.92,88.1,10.98
SA40_ST32,88.0,100.0,100.0,100.0,8760,7675,7613,89.1,88.27,10.8
