,sombra_media_%,sombra_mediana_%,sombra_p90_%,sombra_max_%,h_con_sombra,h_sombra_>10%,h_sombra_>50%,sombra_irr_ponderada_%,energia_bloqueada_kWh_m2,energia_incidente_kWh_m2
SA1_ST30,68.22,100.0,100.0,100.0,8730,5789,5718,17.95,17.78,81.3
SA1_ST28,67.98,100.0,100.0,100.0,8730,5762,5696,17.72,17.56,81.52
SA1_ST25,67.58,100.0,100.0,100.0,8723,5726,5659,17.14,16.98,82.09
SA1_ST13,66.5,100.0,100.0,100.0,8728,5633,5556,15.24,15.1,83.98
SA1_ST17,66.8,100.0,100.0,100.0,8726,5664,5578,15.91,15.76,83.32
SA1_ST23,67.43,100.0,100.0,100.0,8733,5713,5643,16.88,16.73,82.35
SA1_ST26,67.74,100.0,100.0,100.0,8729,5739,5673,17.32,17.16,81.92
SA1_ST29,68.1,100.0,100.0,100.0,8727,5780,5707,17.82,17.65,81.42
SA1_ST5,65.65,100.0,100.0,100.0,8727,5532,5473,13.95,13.82,85.25
SA1_ST22,67.29,100.0,100.0,100.0,8734,5701,5628,16.68,16.52,82.55
SA1_ST11,66.33,100.0,100.0,100.0,8728,5611,5537,14.97,14.83,84.25
SA1_ST4,65.6,100.0,100.0,100.0,8729,5532,5469,13.8,13.67,85.4
SA1_ST20,67.06,100.0,100.0,100.0,8724,5677,5607,16.32,16.17,82.91
SA1_ST31,68.34,100.0,100.0,100.0,8729,5806,5727,18.12,17.95,81.13
SA1_ST16,66.7,100.0,100.0,100.0,8729,5644,5567,15.73,15.59,83.49
SA1_ST1,62.12,100.0,100.0,100.0,5468,5455,5440,4.99,4.94,94.13
SA1_ST12,66.4,100.0,100.0,100.0,8726,5613,5548,15.14,15.0,84.08
SA1_ST10,66.25,100.0,100.0,100.0,8728,5598,5532,14.84,14.71,84.37
SA1_ST8,66.03,100.0,100.0,100.0,8730,5582,5509,14.53,14.39,84.69
SA1_ST19,66.96,100.0,100.0,100.0,8727,5665,5596,16.22,16.07,83.01
SA1_ST14,66.58,100.0,100.0,100.0,8724,5639,5565,15.38,15.23,83.84
SA1_ST21,67.2,100.0,100.0,100.0,8732,5689,5621,16.46,16.31,82.76
SA1_ST18,66.88,100.0,100.0,100.0,8726,5663,5589,16.09,15.94,83.14
SA1_ST24,67.48,100.0,100.0,100.0,8727,5713,5648,17.01,16.85,82.22
SA1_ST32,68.46,100.0,100.0,100.0,8729,5824,5741,18.3,18.13,80.95
SA1_ST9,66.1,100.0,100.0,100.0,8724,5575,5518,14.69,14.55,84.53
SA1_ST3,65.49,100.0,100.0,100.0,8728,5518,5458,13.61,13.49,85.59
SA1_ST6,65.76,100.0,100.0,100.0,8731,5550,5481,14.09,13.96,85.12
SA1_ST7,65.91,100.0,100.0,100.0,8729,5561,5497,14.31,14.18,84.9
SA1_ST15,66.65,100.0,100.0,100.0,8729,5655,5568,15.56,15.42,83.66
SA1_ST27,67.87,100.0,100.0,100.0,8731,5754,5683,17.51,17.35,81.73
SA1_ST2,65.4,100.0,100.0,100.0,8723,5505,5450,13.37,13.24,85.84
SA1_ST62,75.55,100.0,100.0,100.0,8729,6543,6419,33.25,32.94,66.14
SA1_ST60,75.23,100.0,100.0,100.0,8730,6503,6391,32.01,31.71,67.37
SA1_ST57,74.52,100.0,100.0,100.0,8728,6445,6326,29.41,29.14,69.94
SA1_ST45,71.4,100.0,100.0,100.0,8731,6120,6026,23.94,23.72,75.35
SA1_ST49,72.64,100.0,100.0,100.0,8728,6251,6141,26.52,26.27,72.8
SA1_ST55,74.34,100.0,100.0,100.0,8728,6415,6308,28.76,28.5,70.58
SA1_ST58,74.86,100.0,100.0,100.0,8728,6466,6356,30.54,30.25,68.82
SA1_ST61,75.39,100.0,100.0,100.0,8730,6511,6406,32.69,32.39,66.69
SA1_ST37,69.66,100.0,100.0,100.0,8727,5950,5856,20.53,20.34,78.74
SA1_ST54,73.85,100.0,100.0,100.0,8734,6397,6252,28.38,28.11,70.96
SA1_ST43,71.0,100.0,100.0,100.0,8734,6099,5986,23.13,22.92,76.16
SA1_ST36,69.45,100.0,100.0,100.0,8731,5927,5836,20.13,19.94,79.13
SA1_ST52,73.21,100.0,100.0,100.0,8732,6296,6195,27.66,27.41,71.67
SA1_ST63,75.7,100.0,100.0,100.0,8730,6554,6437,33.7,33.39,65.69
SA1_ST48,72.53,100.0,100.0,100.0,8726,6233,6136,26.01,25.77,73.31
SA1_ST33,65.74,100.0,100.0,100.0,5814,5787,5755,10.96,10.86,88.22
SA1_ST44,71.21,100.0,100.0,100.0,8732,6128,6014,23.55,23.33,75.74
SA1_ST42,70.71,100.0,100.0,100.0,8722,6062,5959,22.75,22.54,76.54
SA1_ST40,70.35,100.0,100.0,100.0,8728,6021,5926,21.94,21.74,77.34
SA1_ST51,73.08,100.0,100.0,100.0,8726,6275,6185,27.33,27.08,72.0
SA1_ST46,71.75,100.0,100.0,100.0,8727,6155,6057,24.54,24.32,74.76
SA1_ST53,73.48,100.0,100.0,100.0,8730,6326,6223,28.02,27.77,71.31
SA1_ST50,73.02,100.0,100.0,100.0,8733,6263,6175,27.04,26.79,72.29
SA1_ST56,74.39,100.0,100.0,100.0,8728,6414,6309,28.92,28.66,70.42
SA1_ST64,75.82,100.0,100.0,100.0,8735,6584,6444,34.0,33.69,65.39
SA1_ST41,70.55,100.0,100.0,100.0,8730,6045,5944,22.33,22.12,76.95
SA1_ST35,69.2,100.0,100.0,100.0,8724,5897,5811,19.7,19.52,79.56
SA1_ST38,69.9,100.0,100.0,100.0,8729,5971,5879,21.03,20.84,78.24
SA1_ST39,70.12,100.0,100.0,100.0,8730,5992,5902,21.53,21.33,77.75
SA1_ST47,72.26,100.0,100.0,100.0,8731,6223,6104,25.24,25.01,74.07
SA1_ST59,75.05,100.0,100.0,100.0,8731,6493,6374,31.26,30.97,68.11
SA1_ST34,68.97,100.0,100.0,100.0,8732,5878,5790,19.11,18.94,80.14
SA2_ST145,83.64,100.0,100.0,100.0,8752,7318,7204,50.66,50.2,48.88
SA2_ST143,83.65,100.0,100.0,100.0,8753,7285,7201,51.15,50.68,48.4
SA2_ST140,83.67,100.0,100.0,100.0,8750,7264,7198,51.24,50.77,48.31
SA2_ST128,80.86,100.0,100.0,100.0,8760,6983,6929,47.88,47.44,51.64
SA2_ST132,82.28,100.0,100.0,100.0,8760,7111,7063,50.68,50.21,48.86
SA2_ST138,83.72,100.0,100.0,100.0,8760,7266,7213,51.32,50.85,48.23
SA2_ST141,83.74,100.0,100.0,100.0,8754,7288,7218,51.64,51.17,47.91
SA2_ST144,83.72,100.0,100.0,100.0,8753,7302,7206,51.06,50.58,48.49
SA2_ST120,80.16,100.0,100.0,100.0,8733,6930,6870,52.36,51.88,47.2
SA2_ST137,83.52,100.0,100.0,100.0,8760,7266,7186,51.21,50.74,48.34
SA2_ST126,80.54,100.0,100.0,100.0,8760,6945,6900,47.67,47.23,51.85
SA2_ST119,79.95,100.0,100.0,100.0,8733,6925,6847,52.62,52.13,46.95
SA2_ST135,82.88,100.0,100.0,100.0,8760,7189,7123,51.21,50.74,48.34
SA2_ST146,83.7,100.0,100.0,100.0,8752,7338,7203,50.26,49.79,49.29
SA2_ST131,81.83,100.0,100.0,100.0,8760,7087,7021,50.04,49.58,49.5
SA2_ST116,77.41,100.0,100.0,100.0,6836,6818,6781,49.05,48.6,50.48
SA2_ST127,80.7,100.0,100.0,100.0,8760,6956,6913,47.55,47.11,51.96
SA2_ST125,80.17,100.0,100.0,100.0,8749,6944,6861,47.76,47.32,51.76
SA2_ST123,80.18,100.0,100.0,100.0,8744,6926,6868,49.83,49.37,49.71
SA2_ST134,82.72,100.0,100.0,100.0,8760,7167,7108,51.33,50.86,48.22
SA2_ST129,81.16,100.0,100.0,100.0,8760,7004,6960,48.7,48.25,50.83
SA2_ST136,83.1,100.0,100.0,100.0,8760,7221,7145,51.08,50.61,48.46
SA2_ST133,82.56,100.0,100.0,100.0,8760,7142,7094,51.24,50.77,48.31
SA2_ST139,83.71,100.0,100.0,100.0,8760,7263,7203,51.16,50.69,48.39
SA2_ST147,84.04,100.0,100.0,100.0,8753,7384,7237,50.96,50.49,48.59
SA2_ST124,80.19,100.0,100.0,100.0,8746,6928,6868,49.03,48.58,50.5
SA2_ST118,79.52,100.0,100.0,100.0,8735,6894,6801,52.34,51.86,47.22
SA2_ST121,80.2,100.0,100.0,100.0,8740,6929,6869,51.44,50.96,48.12
SA2_ST122,80.28,100.0,100.0,100.0,8741,6924,6881,50.89,50.42,48.65
SA2_ST130,81.45,100.0,100.0,100.0,8760,7037,6986,49.22,48.77,50.31
SA2_ST142,83.6,100.0,100.0,100.0,8752,7276,7193,51.1,50.63,48.45
SA2_ST117,79.31,100.0,100.0,100.0,8726,6849,6787,52.68,52.19,46.88
SA16_ST155,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA16_ST153,95.03,100.0,100.0,100.0,8760,8760,8196,83.56,82.79,16.29
SA16_ST150,89.6,100.0,100.0,100.0,8750,7805,7765,64.57,63.97,35.11
SA16_ST138,86.53,100.0,100.0,100.0,8754,7524,7470,55.91,55.39,43.69
SA16_ST142,86.89,100.0,100.0,100.0,8757,7606,7499,56.9,56.37,42.7
SA16_ST148,88.62,100.0,100.0,100.0,8752,7716,7671,61.43,60.86,38.22
SA16_ST151,90.0,100.0,100.0,100.0,8752,7849,7804,66.2,65.59,33.49
SA16_ST154,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA16_ST130,82.83,100.0,100.0,100.0,8754,7215,7120,50.26,49.79,49.28
SA16_ST147,88.27,100.0,100.0,100.0,8754,7676,7640,60.34,59.78,39.3
SA16_ST136,85.92,100.0,100.0,100.0,8753,7469,7415,55.35,54.84,44.24
SA16_ST129,82.38,100.0,100.0,100.0,8754,7164,7083,50.05,49.58,49.49
SA16_ST145,87.48,100.0,100.0,100.0,8752,7651,7551,57.9,57.37,41.71
SA16_ST156,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA16_ST141,86.92,100.0,100.0,100.0,8754,7587,7523,57.36,56.83,42.25
SA16_ST126,79.95,100.0,100.0,100.0,7077,7054,7008,44.84,44.42,54.65
SA16_ST137,86.33,100.0,100.0,100.0,8752,7513,7458,55.72,55.21,43.87
SA16_ST135,85.57,100.0,100.0,100.0,8751,7441,7380,54.84,54.34,44.74
SA16_ST133,84.81,100.0,100.0,100.0,8755,7370,7312,53.13,52.64,46.44
SA16_ST144,87.3,100.0,100.0,100.0,8748,7591,7549,57.31,56.78,42.3
SA16_ST139,86.56,100.0,100.0,100.0,8756,7534,7474,55.93,55.41,43.66
SA16_ST146,87.91,100.0,100.0,100.0,8753,7648,7605,59.26,58.72,40.36
SA16_ST143,87.14,100.0,100.0,100.0,8751,7626,7536,57.06,56.53,42.55
SA16_ST149,89.18,100.0,100.0,100.0,8753,7778,7724,63.2,62.61,36.47
SA16_ST157,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA16_ST134,85.24,100.0,100.0,100.0,8753,7400,7349,54.1,53.6,45.48
SA16_ST128,82.1,100.0,100.0,100.0,8747,7126,7053,49.74,49.28,49.8
SA16_ST131,83.56,100.0,100.0,100.0,8755,7278,7199,51.39,50.91,48.17
SA16_ST132,84.32,100.0,100.0,100.0,8756,7342,7262,52.45,51.97,47.11
SA16_ST140,86.72,100.0,100.0,100.0,8753,7552,7491,56.48,55.96,43.12
SA16_ST152,90.54,100.0,100.0,100.0,8752,7896,7858,68.34,67.71,31.37
SA16_ST127,81.9,100.0,100.0,100.0,8744,7086,7034,49.67,49.21,49.86
SA16_ST187,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST185,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST182,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA16_ST170,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST174,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA16_ST180,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST183,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST186,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA16_ST162,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST179,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA16_ST168,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA16_ST161,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA16_ST177,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA16_ST188,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST173,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST158,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA16_ST169,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST167,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA16_ST165,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA16_ST176,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST171,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA16_ST178,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA16_ST175,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST181,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST189,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA16_ST166,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA16_ST160,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA16_ST163,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST164,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST172,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA16_ST184,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA16_ST159,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST14,73.9,100.0,100.0,100.0,8752,8746,6059,25.02,24.79,74.29
SA17_ST12,73.81,100.0,100.0,100.0,8744,8738,6052,24.98,24.75,74.33
SA17_ST9,74.0,100.0,100.0,100.0,8747,8742,6076,25.06,24.83,74.25
SA16_ST202,90.36,100.0,100.0,100.0,8760,7942,7839,68.84,68.21,30.87
SA17_ST1,89.16,100.0,100.0,100.0,8759,8759,8696,66.15,65.54,33.54
SA17_ST7,75.82,100.0,100.0,100.0,8751,8745,6264,28.2,27.94,71.14
SA17_ST10,73.76,100.0,100.0,100.0,8746,8740,6041,24.85,24.62,74.45
SA17_ST13,73.86,100.0,100.0,100.0,8748,8739,6057,25.0,24.77,74.31
SA16_ST194,80.34,100.0,100.0,100.0,8760,6942,6884,55.2,54.69,44.39
SA17_ST6,87.08,100.0,100.0,100.0,8760,8760,7110,61.66,61.09,37.99
SA16_ST200,87.17,100.0,100.0,100.0,8760,7668,7524,62.32,61.75,37.33
SA16_ST193,79.97,100.0,100.0,100.0,8760,6899,6844,55.67,55.16,43.92
SA17_ST4,99.98,100.0,100.0,100.0,8760,8760,8760,99.96,99.04,0.04
SA17_ST15,73.95,100.0,100.0,100.0,8743,8737,6067,25.09,24.86,74.22
SA16_ST205,93.95,100.0,100.0,100.0,8760,8289,8186,78.71,77.98,21.1
SA16_ST190,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA16_ST201,88.84,100.0,100.0,100.0,8760,7792,7701,65.09,64.49,34.59
SA16_ST199,86.21,100.0,100.0,100.0,8760,7518,7449,61.76,61.19,37.89
SA16_ST197,83.22,100.0,100.0,100.0,8760,7248,7157,58.06,57.53,41.55
SA17_ST3,99.97,100.0,100.0,100.0,8760,8760,8760,99.93,99.01,0.07
SA16_ST203,91.55,100.0,100.0,100.0,8760,8041,7953,71.55,70.89,28.19
SA17_ST5,99.99,100.0,100.0,100.0,8760,8760,8760,99.99,99.06,0.01
SA17_ST2,99.99,100.0,100.0,100.0,8760,8760,8760,99.97,99.05,0.02
SA17_ST8,74.63,100.0,100.0,100.0,8747,8743,6146,25.82,25.58,73.5
SA17_ST16,73.95,100.0,100.0,100.0,8745,8735,6066,25.14,24.91,74.17
SA16_ST198,84.81,100.0,100.0,100.0,8760,7409,7313,59.88,59.32,39.75
SA16_ST192,79.79,100.0,100.0,100.0,8760,6885,6809,56.65,56.13,42.95
SA16_ST195,80.73,100.0,100.0,100.0,8760,6970,6916,54.55,54.05,45.03
SA16_ST196,81.82,100.0,100.0,100.0,8760,7097,7023,56.05,55.53,43.55
SA16_ST204,92.8,100.0,100.0,100.0,8760,8140,8086,75.1,74.41,24.67
SA17_ST11,73.78,100.0,100.0,100.0,8751,8745,6047,24.9,24.67,74.41
SA16_ST191,99.55,100.0,100.0,100.0,8760,8760,8760,99.03,98.12,0.96
SA17_ST46,77.54,100.0,100.0,100.0,8747,8740,6439,33.96,33.64,65.43
SA17_ST44,77.25,100.0,100.0,100.0,8742,8735,6411,33.13,32.83,66.25
SA17_ST41,77.03,100.0,100.0,100.0,8747,8739,6386,32.51,32.21,66.87
SA17_ST29,75.23,100.0,100.0,100.0,8752,8741,6200,28.05,27.79,71.29
SA17_ST33,75.56,100.0,100.0,100.0,8748,8741,6233,28.88,28.62,70.46
SA17_ST39,76.71,100.0,100.0,100.0,8746,8739,6364,31.73,31.43,67.64
SA17_ST42,77.16,100.0,100.0,100.0,8752,8746,6395,32.76,32.46,66.62
SA17_ST45,77.33,100.0,100.0,100.0,8748,8740,6418,33.33,33.02,66.06
SA17_ST21,74.21,100.0,100.0,100.0,8751,8741,6091,25.6,25.36,73.72
SA17_ST38,76.42,100.0,100.0,100.0,8747,8740,6323,31.02,30.73,68.35
SA17_ST27,74.94,100.0,100.0,100.0,8747,8744,6169,27.51,27.26,71.82
SA17_ST20,74.14,100.0,100.0,100.0,8752,8745,6083,25.49,25.25,73.82
SA17_ST36,75.92,100.0,100.0,100.0,8750,8739,6273,29.81,29.54,69.54
SA17_ST47,77.72,100.0,100.0,100.0,8748,8739,6432,34.51,34.19,64.89
SA17_ST32,75.5,100.0,100.0,100.0,8743,8735,6229,28.75,28.48,70.59
SA17_ST17,71.39,100.0,100.0,100.0,8741,6136,6069,17.65,17.48,81.59
SA17_ST28,75.08,100.0,100.0,100.0,8747,8741,6183,27.82,27.56,71.51
SA17_ST26,74.79,100.0,100.0,100.0,8742,8735,6157,27.24,26.98,72.09
SA17_ST24,74.54,100.0,100.0,100.0,8746,8738,6127,26.66,26.41,72.66
SA17_ST35,75.75,100.0,100.0,100.0,8751,8747,6249,29.36,29.09,69.99
SA17_ST30,75.34,100.0,100.0,100.0,8745,8737,6214,28.29,28.02,71.05
SA17_ST37,76.14,100.0,100.0,100.0,8746,8736,6298,30.43,30.15,68.93
SA17_ST34,75.63,100.0,100.0,100.0,8746,8736,6245,29.08,28.81,70.27
SA17_ST40,76.89,100.0,100.0,100.0,8740,8734,6372,32.2,31.9,67.18
SA17_ST48,77.83,100.0,100.0,100.0,8748,8740,6447,34.82,34.49,64.58
SA17_ST25,74.7,100.0,100.0,100.0,8751,8739,6145,26.94,26.69,72.38
SA17_ST19,74.05,100.0,100.0,100.0,8743,8734,6074,25.42,25.19,73.89
SA17_ST22,74.26,100.0,100.0,100.0,8748,8739,6093,25.84,25.61,73.47
SA17_ST23,74.36,100.0,100.0,100.0,8743,8734,6111,26.29,26.05,73.03
SA17_ST31,75.46,100.0,100.0,100.0,8752,8742,6223,28.6,28.33,70.74
SA17_ST43,77.25,100.0,100.0,100.0,8750,8741,6410,33.02,32.71,66.36
SA17_ST18,74.05,100.0,100.0,100.0,8748,8739,6076,25.34,25.11,73.97
SA17_ST78,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST76,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST73,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST61,81.19,100.0,100.0,100.0,8732,7034,6973,42.2,41.81,57.26
SA17_ST65,82.53,100.0,100.0,100.0,8728,7162,7088,46.89,46.46,52.62
SA17_ST71,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST74,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST77,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST53,77.75,100.0,100.0,100.0,8731,6705,6636,34.14,33.82,65.26
SA17_ST70,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST59,80.07,100.0,100.0,100.0,8735,6925,6851,39.1,38.74,60.34
SA17_ST52,77.4,100.0,100.0,100.0,8733,6661,6597,33.1,32.8,66.28
SA17_ST68,84.8,100.0,100.0,100.0,8735,7384,7306,54.99,54.49,44.59
SA17_ST79,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA17_ST64,82.12,100.0,100.0,100.0,8736,7116,7047,45.49,45.07,54.01
SA17_ST49,75.72,100.0,100.0,100.0,8739,6565,6463,28.44,28.17,70.9
SA17_ST60,80.66,100.0,100.0,100.0,8728,6970,6918,40.46,40.09,58.99
SA17_ST58,79.71,100.0,100.0,100.0,8729,6873,6820,38.27,37.91,61.16
SA17_ST56,78.43,100.0,100.0,100.0,8731,6774,6697,36.6,36.26,62.82
SA17_ST67,83.86,100.0,100.0,100.0,8725,7314,7223,51.78,51.31,47.77
SA17_ST62,81.54,100.0,100.0,100.0,8728,7043,6996,43.56,43.16,55.92
SA17_ST69,90.62,100.0,100.0,100.0,8758,8757,7383,72.54,71.87,27.21
SA17_ST66,83.19,100.0,100.0,100.0,8731,7215,7151,49.05,48.6,50.48
SA17_ST72,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST80,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST57,78.98,100.0,100.0,100.0,8729,6841,6749,37.39,37.05,62.03
SA17_ST51,76.91,100.0,100.0,100.0,8732,6694,6550,31.71,31.42,67.66
SA17_ST54,77.69,100.0,100.0,100.0,8722,6751,6639,34.91,34.59,64.49
SA17_ST55,77.98,100.0,100.0,100.0,8728,6718,6658,35.76,35.43,63.65
SA17_ST63,81.77,100.0,100.0,100.0,8725,7069,7017,44.49,44.08,55.0
SA17_ST75,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST50,78.13,100.0,100.0,100.0,8742,8734,6489,35.55,35.22,63.85
SA17_ST110,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST108,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST105,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST93,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA17_ST97,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA17_ST103,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST106,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST109,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST85,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST102,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST91,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA17_ST84,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA17_ST100,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST111,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST96,99.99,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST81,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST92,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA17_ST90,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST88,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST99,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST94,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA17_ST101,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST98,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST104,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST112,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST89,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA17_ST83,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST86,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA17_ST87,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST95,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.07,0.0
SA17_ST107,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST82,100.0,100.0,100.0,100.0,8760,8760,8760,99.99,99.07,0.01
SA17_ST142,87.08,100.0,100.0,100.0,8754,7611,7526,57.01,56.49,42.59
SA17_ST140,86.83,100.0,100.0,100.0,8753,7559,7502,56.5,55.98,43.1
SA17_ST137,86.47,100.0,100.0,100.0,8753,7523,7470,55.86,55.34,43.73
SA17_ST125,81.13,100.0,100.0,100.0,8738,7025,6956,48.68,48.23,50.85
SA17_ST129,82.54,100.0,100.0,100.0,8749,7177,7083,50.7,50.24,48.84
SA17_ST135,85.77,100.0,100.0,100.0,8757,7455,7403,55.21,54.7,44.38
SA17_ST138,86.65,100.0,100.0,100.0,8753,7531,7482,56.06,55.54,43.53
SA17_ST141,87.13,100.0,100.0,100.0,8756,7601,7537,57.44,56.91,42.16
SA17_ST117,96.72,100.0,100.0,100.0,8760,8760,8760,92.37,91.52,7.56
SA17_ST134,85.19,100.0,100.0,100.0,8754,7414,7354,54.2,53.7,45.38
SA17_ST123,81.44,100.0,100.0,100.0,8731,7073,6999,50.49,50.02,49.05
SA17_ST116,99.99,100.0,100.0,100.0,8760,8760,8760,99.98,99.06,0.02
SA17_ST132,84.03,100.0,100.0,100.0,8756,7299,7235,52.03,51.55,47.53
SA17_ST143,87.29,100.0,100.0,100.0,8757,7638,7555,57.17,56.64,42.44
SA17_ST128,82.07,100.0,100.0,100.0,8748,7114,7049,49.9,49.44,49.63
SA17_ST113,100.0,100.0,100.0,100.0,8760,8760,8760,100.0,99.08,0.0
SA17_ST124,81.19,100.0,100.0,100.0,8738,7042,6966,49.21,48.76,50.32
SA17_ST122,81.54,100.0,100.0,100.0,8736,7077,7011,51.4,50.93,48.15
SA17_ST120,81.28,100.0,100.0,100.0,8736,7043,6971,52.04,51.56,47.51
SA17_ST131,83.58,100.0,100.0,100.0,8760,7283,7184,51.67,51.19,47.88
